,id_str,at_44,at_45,full_text,pruned_text
15,1117205856783872006,True,False,"@BarackObama I wonder if @IngrahamAngle still thinks he should, “Shut Up &amp; Dribble”. Has she accomplished anything positive like this? 🙄 https://t.co/5Uc9OoZYRt"," i wonder if @ingrahamangle still thinks he should, “shut up &amp; dribble”. has she accomplished anything positive like this? 🙄 https://t.co/5uc9oozyrt"
16,1117205821799239681,True,False,"@davidcicilline @BarackObama We do, too. 😢

[Photos by the amazing Pete Souza] https://t.co/v5xSMjpaVJ","@davidcicilline  we do, too. 😢

[photos by the amazing pete souza] https://t.co/v5xsmjpavj"
17,1117205788236365824,True,False,"@davidcicilline @BarackObama God, yes! Every. Damn. Day.","@davidcicilline  god, yes! every. damn. day."
18,1117205776471351296,True,False,@MaukaUp @kim @JohnBrennan @JoeBiden @KamalaHarris @BetoORourke @BarackObama @ewarren @SpeakerPelosi Heck I am sitting back and enjoying the show. https://t.co/gwEjDYUneL,@maukaup @kim @johnbrennan @joebiden @kamalaharris @betoorourke  @ewarren @speakerpelosi heck i am sitting back and enjoying the show. https://t.co/gwejdyunel
19,1117205776412610560,True,True,@washingtonpost @Pontifex @WhiteHouse @Scotus @USSupremeCourt @CivilRights @DHSgov @StateDept @GOP @TheDemocrats @SenateFloor @HouseFloor @realDonaldTrump @BillClinton @BarackObama @RepStephenLynch @RepJoeKennedy @SenWarren @SenMarkey @thejointstaff @DeptofDefense @marines @NENationalGuard BOTH A DOCUMENTED IN FACT LAWLESS PAST CRIMEHISTORY RAMPAGE CELEBRATION STILL ONGOING SINCE 1961 WITH GODS GLOBAL SPACE CONDEMNATION LOOMING IN DEVELOPMENT IS IGNORED BY THE SAME SWORN AS LAWFULL GROUP OVER THE PAST 58 YEARS! ITS APRIL 13 2019! https://t.co/cmurIYYfUQ,@washingtonpost @pontifex @whitehouse @scotus @ussupremecourt @civilrights @dhsgov @statedept @gop @thedemocrats @senatefloor @housefloor  @billclinton  @repstephenlynch @repjoekennedy @senwarren @senmarkey @thejointstaff @deptofdefense @marines @nenationalguard both a documented in fact lawless past crimehistory rampage celebration still ongoing since 1961 with gods global space condemnation looming in development is ignored by the same sworn as lawfull group over the past 58 years! its april 13 2019! https://t.co/cmuriyyfuq
20,1117205631608348673,True,False,@mehdirhasan @IlhanMN That is because  her crime started with criticising Israel which is a no no across the western world......@BarackObama like other democrats will not intervene I just hope.she doesn't become another stat....#woc killed,@mehdirhasan @ilhanmn that is because  her crime started with criticising israel which is a no no across the western world...... like other democrats will not intervene i just hope.she doesn't become another stat....#woc killed
21,1117205605184225280,True,False,@BarackObama @IPROMISESchool @KingJames Hey Barak wass up my man, @ipromiseschool @kingjames hey barak wass up my man
22,1117205587194986496,True,True,"@MoePhx1 @realDennisLynch @IlhanMN @BarackObama @HillaryClinton @Ilhan @realDonaldTrump My tribe thrived in America for thousands of years. We were here before the Spanish, French, British and Americans .. We protect our ALLIES against all enemies like you whether you are foreign or domestic. @POTUS","@moephx1 @realdennislynch @ilhanmn  @hillaryclinton @ilhan  my tribe thrived in america for thousands of years. we were here before the spanish, french, british and americans .. we protect our allies against all enemies like you whether you are foreign or domestic. @potus"
23,1117205553464401920,True,False,"@davidcicilline @BarackObama Me, too. @BarackObama was the best. https://t.co/Mxr7HpusN1","@davidcicilline  me, too.  was the best. https://t.co/mxr7hpusn1"
24,1117205541690933248,True,False,@lisap_tweedy @davidcicilline @BaittyJulie @BarackObama Good one. https://t.co/HC4sbVZrZb,@lisap_tweedy @davidcicilline @baittyjulie  good one. https://t.co/hc4sbvzrzb
25,1117205389735546880,True,False,@davidcicilline @BarackObama You're not the only one,@davidcicilline  you're not the only one
26,1117205319237754880,True,False,@davidcicilline @BarackObama Yeah where is that guy?,@davidcicilline  yeah where is that guy?
27,1117205304440238080,True,False,"@realDennisLynch @IlhanMN @BarackObama Yeah...an argument based upon sweeping, unproven generalizations is always one that wins...NOT! Go sit down until you learn how to debate effectively.","@realdennislynch @ilhanmn  yeah...an argument based upon sweeping, unproven generalizations is always one that wins...not! go sit down until you learn how to debate effectively."
28,1117205281803468801,True,False,@Heather13223531 @tabetharae1111 @IlhanMN @BarackObama You should do some research. I guarantee you that Obama has attended Church many more times in his life than Trump has.  What religion do you think Obama is?,@heather13223531 @tabetharae1111 @ilhanmn  you should do some research. i guarantee you that obama has attended church many more times in his life than trump has.  what religion do you think obama is?
29,1117205236375019521,True,True,"@washingtonpost @Pontifex @WhiteHouse @Scotus @USSupremeCourt @CivilRights @DHSgov @StateDept @GOP @TheDemocrats @SenateFloor @HouseFloor @realDonaldTrump @BillClinton @BarackObama @RepStephenLynch @RepJoeKennedy @SenWarren @SenMarkey @thejointstaff @DeptofDefense @marines @NENationalGuard I JUST FOUND THIS POST!
 ITS APRIL 13 2019!
HOW CAN THE SWORN AS LAWFULL PROVE LAWFULL AS SWORN SINCE 1961? 
I HAVE NOT BEEN ABLE TO FIND EVEN 1 LAWFULL HEARING FOR LAWFULL CORRECTION AND COMPENSATION ON DOCUMENTED LAWLESS ACTS IM FORCED TO SUFFER SINCE 1961!
 ITS APRIL 13 2019! https://t.co/tb5xEjyJfn","@washingtonpost @pontifex @whitehouse @scotus @ussupremecourt @civilrights @dhsgov @statedept @gop @thedemocrats @senatefloor @housefloor  @billclinton  @repstephenlynch @repjoekennedy @senwarren @senmarkey @thejointstaff @deptofdefense @marines @nenationalguard i just found this post!
 its april 13 2019!
how can the sworn as lawfull prove lawfull as sworn since 1961? 
i have not been able to find even 1 lawfull hearing for lawfull correction and compensation on documented lawless acts im forced to suffer since 1961!
 its april 13 2019! https://t.co/tb5xejyjfn"
30,1117205181853204480,True,False,@ffullcircle @davidcicilline @BarackObama No way.,@ffullcircle @davidcicilline  no way.
31,1117204923165184000,True,False,@BarackObama @IPROMISESchool @KingJames Great accomplishments by LeBron James!!, @ipromiseschool @kingjames great accomplishments by lebron james!!
32,1117204914860589056,True,False,@davidcicilline @BarackObama How can you when he will not shut the hell up and know his role.,@davidcicilline  how can you when he will not shut the hell up and know his role.
33,1117204837538512896,True,False,@davidcicilline @BarackObama I do too!,@davidcicilline  i do too!
34,1117204836544655361,True,False,@davidcicilline @LaneZane1 @BarackObama We all do!👍,@davidcicilline @lanezane1  we all do!👍
35,1117204813840883717,True,False,"@PoliticalTweetW @POTUS @BarackObama @HillaryClinton @Chris_Sailors27 @LexiHunting @DonaldJTrumpJr @Maggieb1B @Lady_Vi_2U @SandraJH13_USA2 @cjm101560 @DaytonDeplorab1 @JayneQPatriot @italianpatriot1 @engyn243 Now you are the body of Christ, and members in particular.

1 Coríntios 12:27","@politicaltweetw @potus  @hillaryclinton @chris_sailors27 @lexihunting @donaldjtrumpjr @maggieb1b @lady_vi_2u @sandrajh13_usa2 @cjm101560 @daytondeplorab1 @jayneqpatriot @italianpatriot1 @engyn243 now you are the body of christ, and members in particular.

1 coríntios 12:27"
36,1117204811324071936,True,True,"@realDennisLynch @IlhanMN @BarackObama @HillaryClinton one way ticket for you to go back to Somolia!!! Wishful thinking. She is here to stay and more and more progressives will be coming. Your time is over!!!
#IStandWithIlhanOmar
@IlhanMN 
@Ilhan
#IStandWithIlhan 
#bluewavecoming2020 
#bluewave
 #ItsTimeToImpeach @realDonaldTrump","@realdennislynch @ilhanmn  @hillaryclinton one way ticket for you to go back to somolia!!! wishful thinking. she is here to stay and more and more progressives will be coming. your time is over!!!
#istandwithilhanomar
@ilhanmn 
@ilhan
#istandwithilhan 
#bluewavecoming2020 
#bluewave
 #itstimetoimpeach "
37,1117204810154029061,True,False,@davidcicilline @BarackObama Your the only one.  Obama the spy. So insecure he had to spy on his political opponents!  Lock him up!,@davidcicilline  your the only one.  obama the spy. so insecure he had to spy on his political opponents!  lock him up!
38,1117204791682326528,True,True,"@realDonaldTrump @BreitbartNews That’s what it was. 

@SpeakerPelosi 
@BarackObama 
@POTUS https://t.co/STvBtdVKjx"," @breitbartnews that’s what it was. 

@speakerpelosi 
 
@potus https://t.co/stvbtdvkjx"
39,1117204673323257862,True,False,@pitt082303 @davidcicilline @BaittyJulie @BarackObama Takes one to know one...🙄 https://t.co/c554o7xJCI,@pitt082303 @davidcicilline @baittyjulie  takes one to know one...🙄 https://t.co/c554o7xjci
40,1117204615085342720,True,True,@joncoopertweets @SandaYama @BarackObama @realDonaldTrump Obama’s is even more legit when you consider that at least 30% of trump’s followers are Russian bots,@joncoopertweets @sandayama   obama’s is even more legit when you consider that at least 30% of trump’s followers are russian bots
41,1117204608760406016,True,False,"@BarackObama @IPROMISESchool @KingJames Lebron James, maybe, you, no way!"," @ipromiseschool @kingjames lebron james, maybe, you, no way!"
42,1117204603643334657,True,False,"It wasn't a 'political attack', don't fucking normalise this. Use her name, stand with her, show some leadership. cc @BarackObama https://t.co/yDevK3iAWW","it wasn't a 'political attack', don't fucking normalise this. use her name, stand with her, show some leadership. cc  https://t.co/ydevk3iaww"
43,1117204567916195843,True,False,@davidcicilline @BarackObama Every minute of every hour of every day ...,@davidcicilline  every minute of every hour of every day ...
44,1117204490325774336,True,False,@davidcicilline @BarackObama Big time!,@davidcicilline  big time!
45,1117204481018667008,True,False,"@IestynapRhobert @jeremycorbyn @sya_seattle @NUSScotland @SikhsinGovt @sikhreport @LabourStudents @hrw @UNYouthEnvoy @LBC @HouseofCommons @UKHouseofLords @10DowningStreet @unyouthnepal11 @UNYouthID @unyouthvic @AfricanYouthUni @royafrisoc @AfricaChannelUK @Africa_YMCA @OxfordUnion @UniofOxford @cambridgeunion @Cambridge_Uni @WhiteHouse @IvankaTrump @IndiaYouthForum @eucopresident @JewishChron @narendramodi @ChrisMusForum @historychanel_ @TheSun @UNWOMEN4Youth @UNWomenWatch @unwomenindia @unwomeneca @UNWebTV @nytimesworld @nytopinion @BarackObama @StanfordPoliSci @StanfordUnion @Pontifex @GenSyn 
we r all ordinary people, elected, appointed, self appointed. it is seeking unjust gain at expense of others to have more to eat/drink, enjoy easy living that drives creates the motive for wars and hurting of others. such conduct in ordinary is termed criminal.","@iestynaprhobert @jeremycorbyn @sya_seattle @nusscotland @sikhsingovt @sikhreport @labourstudents @hrw @unyouthenvoy @lbc @houseofcommons @ukhouseoflords @10downingstreet @unyouthnepal11 @unyouthid @unyouthvic @africanyouthuni @royafrisoc @africachanneluk @africa_ymca @oxfordunion @uniofoxford @cambridgeunion @cambridge_uni @whitehouse @ivankatrump @indiayouthforum @eucopresident @jewishchron @narendramodi @chrismusforum @historychanel_ @thesun @unwomen4youth @unwomenwatch @unwomenindia @unwomeneca @unwebtv @nytimesworld @nytopinion  @stanfordpolisci @stanfordunion @pontifex @gensyn 
we r all ordinary people, elected, appointed, self appointed. it is seeking unjust gain at expense of others to have more to eat/drink, enjoy easy living that drives creates the motive for wars and hurting of others. such conduct in ordinary is termed criminal."
46,1117204224142655489,True,False,"@RobChristie11 Obama basically handed enemies of the USA a seat in Congress, in perpetuity, on a gold platter. @BarackObama, who I voted for twice, is the worst president in US history.","@robchristie11 obama basically handed enemies of the usa a seat in congress, in perpetuity, on a gold platter. , who i voted for twice, is the worst president in us history."
47,1117204220095209473,True,True,"@JRubinBlogger @realDonaldTrump @FoxNews @senatemajldr @GOPLeader @LindseyGrahamSC @SpeakerPelosi @SenSchumer @BarackObama ...for him is my way or the highway, and disgraced Republicans agreeing with him. Last year Chuck agreed to BIPARTISAN pay for the damned wall in full, in exchange for DACA bill, but monster Trump rejected it because it wasn't racist enough for racist Stephen Miller!","@jrubinblogger  @foxnews @senatemajldr @gopleader @lindseygrahamsc @speakerpelosi @senschumer  ...for him is my way or the highway, and disgraced republicans agreeing with him. last year chuck agreed to bipartisan pay for the damned wall in full, in exchange for daca bill, but monster trump rejected it because it wasn't racist enough for racist stephen miller!"
48,1117204135248404480,True,False,@BarackObama Class acts just like you!, class acts just like you!
49,1117204033696149512,True,False,#NipseyHussle #TheMasters #TheWall #SaturdayMotivation #SaturdayThoughts  @billmaher #GameOfThrones @RealDLHughley @netflix @ThisWeekABC @BarackObama @60Minutes invest @NewYorkStateAG James&amp; @NYGovCuomo failure2make me whole4 NY AAG Russo subordinationPerjury fr Goncalves @CNN https://t.co/sUMoLJoSnO,#nipseyhussle #themasters #thewall #saturdaymotivation #saturdaythoughts  @billmaher #gameofthrones @realdlhughley @netflix @thisweekabc  @60minutes invest @newyorkstateag james&amp; @nygovcuomo failure2make me whole4 ny aag russo subordinationperjury fr goncalves @cnn https://t.co/sumoljosno
50,1117204012200230913,True,False,@davidcicilline @BarackObama The whole world does ...,@davidcicilline  the whole world does ...
51,1117203935645900800,True,True,@joncoopertweets @BarackObama @realDonaldTrump It's even funnier when you think about the fact that tRump is a supposed celebrity https://t.co/jXnLMJr2rW,@joncoopertweets   it's even funnier when you think about the fact that trump is a supposed celebrity https://t.co/jxnlmjr2rw
52,1117203851902365697,True,False,"@TerrisLinenbach @CNBC @BarackObama Yes. Im an #UncleTom, that's racist...

Good call there bud.","@terrislinenbach @cnbc  yes. im an #uncletom, that's racist...

good call there bud."
53,1117203715356811264,True,False,@PatsGirlUSA @BarackObama Beautiful on the outside and inside. Miss the Obamas'. https://t.co/ouPGltq7jl,@patsgirlusa  beautiful on the outside and inside. miss the obamas'. https://t.co/oupgltq7jl
54,1117203635186876418,True,False,"@thecjpearson The nation of Islam has breached #America They have infiltrated our country during the @BarackObama Admin. We must be vigilant and stand firm. #BanIslam
https://t.co/hD2KpYmuwG
#SamInAmerica🇺🇸","@thecjpearson the nation of islam has breached #america they have infiltrated our country during the  admin. we must be vigilant and stand firm. #banislam
https://t.co/hd2kpymuwg
#saminamerica🇺🇸"
55,1117203618631831552,True,True,"@peterdaou Did @BarackObama &amp; @JoeBiden commit #Treason? They thought #Hillary would win &amp; no #investigation, #lmao! #Obama #Biden @realDonaldTrump @RudyGiuliani @HorseShort @cactusflower81 @IproudCanadian @CoyHamp @Beemer518 @ObozoLies @Terri101092 @Jahbalon @JEM_Books @Eddie_and_Patti","@peterdaou did  &amp; @joebiden commit #treason? they thought #hillary would win &amp; no #investigation, #lmao! #obama #biden  @rudygiuliani @horseshort @cactusflower81 @iproudcanadian @coyhamp @beemer518 @obozolies @terri101092 @jahbalon @jem_books @eddie_and_patti"
56,1117203476415754240,True,True,@joncoopertweets @BarackObama @realDonaldTrump Because barack is beloved and knows how to act and treat people.,@joncoopertweets   because barack is beloved and knows how to act and treat people.
57,1117203453875343360,True,False,@tulaholmes @JoyAnnReid @MalcolmNance @amjoyshow @BarackObama He didn't...,@tulaholmes @joyannreid @malcolmnance @amjoyshow  he didn't...
58,1117203430639067136,True,False,"@politicalelle Because @BarackObama allowed 1/2 of Sololia to move to Minnesota and they voted her in.  
#ShariaLawIsNext","@politicalelle because  allowed 1/2 of sololia to move to minnesota and they voted her in.  
#sharialawisnext"
59,1117203337739481088,True,True,"@JRubinBlogger @realDonaldTrump @FoxNews @senatemajldr @GOPLeader @LindseyGrahamSC @SpeakerPelosi @SenSchumer ...During President @BarackObama administration the Senate reached bipartisan bill on immigration, but rejected at the Congress, just because their hatred to Obama. They didn't want him to achieve anything. Cruel Trump had two years MAJORITY in BOTH Houses and got nothing...","@jrubinblogger  @foxnews @senatemajldr @gopleader @lindseygrahamsc @speakerpelosi @senschumer ...during president  administration the senate reached bipartisan bill on immigration, but rejected at the congress, just because their hatred to obama. they didn't want him to achieve anything. cruel trump had two years majority in both houses and got nothing..."
60,1117203328793042944,True,False,@davidcicilline @BarackObama Same.  True leader and class act❤️,@davidcicilline  same.  true leader and class act❤️
61,1117203181547720704,True,False,"@IestynapRhobert @jeremycorbyn @sya_seattle @NUSScotland @SikhsinGovt @sikhreport @LabourStudents @hrw @UNYouthEnvoy @LBC @HouseofCommons @UKHouseofLords @10DowningStreet @unyouthnepal11 @UNYouthID @unyouthvic @AfricanYouthUni @royafrisoc @AfricaChannelUK @Africa_YMCA @OxfordUnion @UniofOxford @cambridgeunion @Cambridge_Uni @WhiteHouse @IvankaTrump @IndiaYouthForum @eucopresident @JewishChron @narendramodi @ChrisMusForum @historychanel_ @TheSun @UNWOMEN4Youth @UNWomenWatch @unwomenindia @unwomeneca @UNWebTV @nytimesworld @nytopinion @BarackObama @StanfordPoliSci @StanfordUnion 
UN appears not  well led or has clear vision of how to protect ordinary people from the incompetance? malice? of those in positions of power?","@iestynaprhobert @jeremycorbyn @sya_seattle @nusscotland @sikhsingovt @sikhreport @labourstudents @hrw @unyouthenvoy @lbc @houseofcommons @ukhouseoflords @10downingstreet @unyouthnepal11 @unyouthid @unyouthvic @africanyouthuni @royafrisoc @africachanneluk @africa_ymca @oxfordunion @uniofoxford @cambridgeunion @cambridge_uni @whitehouse @ivankatrump @indiayouthforum @eucopresident @jewishchron @narendramodi @chrismusforum @historychanel_ @thesun @unwomen4youth @unwomenwatch @unwomenindia @unwomeneca @unwebtv @nytimesworld @nytopinion  @stanfordpolisci @stanfordunion 
un appears not  well led or has clear vision of how to protect ordinary people from the incompetance? malice? of those in positions of power?"
62,1117203130775744512,True,False,@davidcicilline @BarackObama My 401K doesn't,@davidcicilline  my 401k doesn't
63,1117203126329671682,True,False,@MaddieAiredale @BarackObama Things are definitely rough.,@maddieairedale  things are definitely rough.
64,1117203041856278528,True,False,"@davidcicilline @BarackObama 8 years, never had to hire a lawyer. 0 convicted .
I slept peacefully every single night for 8 years!!!!!! https://t.co/uPZreizBCw","@davidcicilline  8 years, never had to hire a lawyer. 0 convicted .
i slept peacefully every single night for 8 years!!!!!! https://t.co/upzreizbcw"
65,1117202937145544704,True,False,"@WhiteHouse Remember when @BarackObama hired his daughter to work in the White House? 
Me neither!!","@whitehouse remember when  hired his daughter to work in the white house? 
me neither!!"
66,1117202913783439360,True,False,@CapehartJ @businessinsider apparently likes to spend its fortune writing and distributing malevolent articles about @BarackObama and @MichelleObama; guess no one told @businessinsider that Trump voters don’t read.,@capehartj @businessinsider apparently likes to spend its fortune writing and distributing malevolent articles about  and @michelleobama; guess no one told @businessinsider that trump voters don’t read.
67,1117202912642510849,True,False,"@Kyle___Curry @mmpadellan @IlhanMN @IIhanMN @BarackObama The left:

Resist anything MAGA, even if for the greater good
Murder unborn and born babies
Make everything about race 
Raise taxes
Increase debt
Socialism/ communism
Gaslight
Projection
Ignore anything positive DJT does
Lie
Corruption 
👎🏼👎🏼👎🏼

Good luck with that #MAGA","@kyle___curry @mmpadellan @ilhanmn @iihanmn  the left:

resist anything maga, even if for the greater good
murder unborn and born babies
make everything about race 
raise taxes
increase debt
socialism/ communism
gaslight
projection
ignore anything positive djt does
lie
corruption 
👎🏼👎🏼👎🏼

good luck with that #maga"
68,1117202898868293632,True,False,@BarackObama @allontheline @bbusa617 No gerrymandering...……. https://t.co/vJwmFheAyR, @allontheline @bbusa617 no gerrymandering...……. https://t.co/vjwmfheayr
69,1117202873979416577,True,False,@davidcicilline @BarackObama Then move out of RI and go live with him!,@davidcicilline  then move out of ri and go live with him!
70,1117202853288919040,True,False,@SHomer_Israel @BarackObama @MichelleObama @RashidaTlaib At he harvest time the weeds in needed to be uprooted.,@shomer_israel  @michelleobama @rashidatlaib at he harvest time the weeds in needed to be uprooted.
71,1117202842962616320,True,False,"I wonder how much damage the Muslim Brotherhood did with the help of the Manchurian.
⁦@POTUS⁩
⁦@BarackObama⁩

Look at this news article from The Daily Caller: Attorney Requests WH Security Clearance Applications Of Obama Era-Senior Advisers https://t.co/ecuz9AzkEF","i wonder how much damage the muslim brotherhood did with the help of the manchurian.
⁦@potus⁩
⁦⁩

look at this news article from the daily caller: attorney requests wh security clearance applications of obama era-senior advisers https://t.co/ecuz9azkef"
72,1117202761509212161,True,True,"@joncoopertweets @BarackObama @realDonaldTrump Go ahead, poke the (mean) (insecure) bear!","@joncoopertweets   go ahead, poke the (mean) (insecure) bear!"
73,1117202719427764224,True,False,@davidcicilline @BarackObama Well hopefully you’ll be able to visit him in #Gitmo someday🤷🏼‍♀️,@davidcicilline  well hopefully you’ll be able to visit him in #gitmo someday🤷🏼‍♀️
74,1117202699710283776,True,False,@Anastasia0578 @BreitbartNews @BarackObama Now I can block you I don’t like Trumpsters,@anastasia0578 @breitbartnews  now i can block you i don’t like trumpsters
75,1117202662091452416,True,False,@davidcicilline @BarackObama Said no rational person ever.,@davidcicilline  said no rational person ever.
76,1117202611969515520,True,False,@delemancha @NewYorker @Barnes_Law @BarackObama No... Hahaha Manning wasn't pardoned,@delemancha @newyorker @barnes_law  no... hahaha manning wasn't pardoned
77,1117202593598586884,True,False,@BarackObama You will pay for your treachery you piece of shit https://t.co/KvvLAMvCK7, you will pay for your treachery you piece of shit https://t.co/kvvlamvck7
78,1117202577634942976,True,False,@BarackObama @allontheline @dbongino No  gerrymandering..... https://t.co/8cIKrIuhlo, @allontheline @dbongino no  gerrymandering..... https://t.co/8cikriuhlo
79,1117202576720711681,True,False,@Anastasia0578 @BreitbartNews @BarackObama I hope One lands  right next in bed with you. Things should be done by the book you don’t make them up. You have to follow the law. You should not break rules to win an election. Which is how Rep win elections all the time. Electoral College. Instead of being people’s choice.,@anastasia0578 @breitbartnews  i hope one lands  right next in bed with you. things should be done by the book you don’t make them up. you have to follow the law. you should not break rules to win an election. which is how rep win elections all the time. electoral college. instead of being people’s choice.
80,1117202529232748545,True,False,@donnan7777777 @BarackObama Cool story bro.,@donnan7777777  cool story bro.
